orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB0641,extreme,truth,9.0,20,,What was your first really good sexual experience?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0642,extreme,dare,9.6,20,,Take off your underwear and put it on your head,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0643,extreme,dare,9.4,20,,Share a sexual fantasy with your partner and show one person of the group.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0644,extreme,dare,9.0,20,,Watch an erotic movie together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0645,extreme,dare,9.0,20,,Give your partner a striptease.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0646,extreme,dare,9.0,20,,Make out with your partner for five minutes straight.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0647,extreme,dare,9.0,20,,Try a new sex position tonight.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0648,extreme,dare,9.0,20,,Use ice cubes during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0649,extreme,dare,9.0,20,,Blindfold the person on your left and tease them.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0650,extreme,dare,9.0,20,,Share an embarrassing sexual moment.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0651,extreme,dare,9.0,20,,Have a quickie in an unusual place.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0652,extreme,dare,9.0,20,,Use food during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0653,extreme,dare,9.0,20,,Spend the next hour without clothes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0654,extreme,dare,9.0,20,requires_partner,Perform oral sex on your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0655,extreme,dare,9.0,20,,Try sexting with someone in the group.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0656,extreme,dare,9.6,20,,Go to the room and dress sexy,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0657,extreme,dare,9.0,20,,Try a new kink or fetish.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0658,extreme,dare,9.0,20,requires_partner,Have sex in a different room of the house.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0659,extreme,dare,9.0,20,requires_partner,Use a toy on your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0660,extreme,dare,9.0,20,requires_partner,Talk dirty to your partner during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0661,extreme,dare,9.0,20,requires_partner,Try mutual masturbation.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0662,extreme,dare,9.0,20,,Play a game of strip poker.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0663,extreme,dare,9.0,20,requires_partner,Experience a temperature play with ice or hot wax.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0664,extreme,dare,9.6,20,requires_partner,Whisper your sexual fantasies to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0665,extreme,dare,9.0,20,requires_partner,Send a sexy message to your partner in public.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0666,extreme,dare,9.0,20,,Give the person on your left a french kiss for a minute,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0667,extreme,dare,9.0,20,,Caress someone slowly from the bottom up and moan loudly,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0668,extreme,dare,9.0,20,,Have sex with the lights on.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0669,extreme,dare,9.0,20,,Take a naked selfie.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0670,extreme,dare,9.0,20,,Try a new sexual position you've never done before.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0671,extreme,dare,9.0,20,,Kiss each other for five full minutes without stopping.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0672,extreme,dare,9.0,20,requires_partner,Blindfold your partner and lead them through an erotic experience.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0673,extreme,dare,9.0,20,requires_partner,Let your partner watch you pleasure yourself.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0674,extreme,dare,9.0,20,requires_partner,Send a sexy video to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0675,extreme,dare,9.0,20,requires_partner,Have shower sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0676,extreme,dare,9.0,20,,Perform a slow striptease.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0677,extreme,dare,9.0,20,,Give the person on your left a lap dance to their favorite song.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0678,extreme,dare,9.0,20,requires_partner,Whisper your most intimate desires to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0679,extreme,dare,9.0,20,requires_partner,Let your partner be in control for the entire night.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0680,extreme,dare,9.0,20,requires_partner,Perform an erotic dance for your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0681,extreme,dare,9.0,20,requires_partner,Try having sex in front of a mirror.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0682,extreme,dare,9.6,20,requires_partner,Moan loudly during sex to turn your partner on.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0683,extreme,dare,9.0,20,requires_partner,Perform a sensual dance while wearing nothing but lingerie.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0684,extreme,dare,9.0,20,requires_partner,Play a sexy version of hide and seek.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0685,extreme,dare,9.6,20,requires_partner,Whisper sexy compliments to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0686,extreme,dare,9.0,20,requires_partner,Give your partner a sexy nickname.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0687,extreme,dare,9.0,20,requires_partner,Try a new bedroom activity you've never done before.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0688,extreme,dare,9.6,20,requires_partner,Let your partner undress you slowly.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0689,extreme,dare,9.0,20,requires_partner,Use whipped cream in your foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0690,extreme,dare,9.0,20,requires_partner,Have sex in front of an open window.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0691,extreme,dare,9.0,20,requires_partner,Make your partner climax using only your mouth.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0692,extreme,dare,9.0,20,,Wear only your most daring lingerie for the rest of the game.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0693,extreme,dare,9.0,20,requires_partner,Pretend you have sex in front of a mirror,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0694,extreme,dare,9.0,20,requires_partner,Search for and choose a new sex toy together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0695,extreme,dare,9.0,20,requires_partner,Play a game of naked Twister.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0696,extreme,dare,9.0,20,requires_partner,Let your partner paint your body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0697,extreme,dare,9.0,20,requires_partner,Use a blindfold and let your partner do whatever they want.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0698,extreme,dare,9.0,20,requires_partner,Kiss your partner’s entire body while they are blindfolded.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0699,extreme,dare,9.0,20,requires_partner,Let your partner record you while you pleasure yourself.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0700,extreme,dare,9.0,20,requires_partner,Use a scarf to blindfold your partner and take control.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0701,extreme,dare,9.0,20,requires_partner,Have a make-out session right now,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0702,extreme,dare,9.0,20,requires_partner,Make your partner climax without having sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0703,extreme,dare,9.0,20,requires_partner,Dance naked to your favorite song.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0704,extreme,dare,9.0,20,requires_partner,Have a naked pillow fight.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0705,extreme,dare,9.6,20,requires_partner,"Take turns undressing each other, one item at a time.",1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0706,extreme,dare,9.0,20,requires_partner,Play a round of naked yoga.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0707,extreme,dare,9.0,20,requires_partner,Let your partner sit on your face.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0708,extreme,dare,9.0,20,requires_partner,Try a 69 position.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0709,extreme,dare,9.0,20,requires_partner,Write down your sexual fantasies and share them out loud.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0710,extreme,dare,9.0,20,requires_partner,Use honey or syrup during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0711,extreme,dare,9.0,20,requires_partner,Kiss your partner's feet.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0712,extreme,dare,9.0,20,requires_partner,Role-play your favorite fantasy with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0713,extreme,dare,9.0,20,requires_partner,Have sex in the kitchen.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0714,extreme,dare,9.6,20,requires_partner,Whisper sexual commands to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0715,extreme,dare,9.0,20,requires_partner,Try a new erotic massage technique.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0716,extreme,dare,9.0,20,requires_partner,Blindfold your partner and surprise them with a new experience.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0717,extreme,dare,9.0,20,requires_partner,Spend an evening exploring each other’s bodies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0718,extreme,dare,9.0,20,requires_partner,Send your partner a sexy text while they are in the same room as you.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0719,extreme,dare,9.0,20,requires_partner,Make your partner climax with just your fingers.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0720,extreme,dare,9.0,20,requires_partner,Have sex outdoors.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0721,extreme,dare,9.0,20,requires_partner,Try strip poker.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0722,extreme,dare,9.0,20,requires_partner,Let your partner shave part of your body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0723,extreme,dare,9.0,20,requires_partner,Dance with your partner in the nude.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0724,extreme,dare,9.0,20,requires_partner,Try having sex on the dining table,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0725,extreme,dare,9.0,20,requires_partner,Lip-sync to a sexy song while performing a striptease.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0726,extreme,dare,9.0,20,requires_partner,Share your favorite sex scene from a movie with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0727,extreme,dare,9.0,20,requires_partner,Have sex standing up.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0728,extreme,dare,9.0,20,requires_partner,Share your sexiest daydream with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0729,extreme,dare,9.0,20,requires_partner,Write down three of your sexual fantasies and share them with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0730,extreme,dare,9.0,20,requires_partner,Perform a strip dance for your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0731,extreme,dare,9.0,20,requires_partner,Walk around the house in just your underwear.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0732,extreme,dare,9.0,20,requires_partner,Use handcuffs during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0733,extreme,dare,9.0,20,requires_partner,Spend a whole day naked in the house.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0734,extreme,dare,9.0,20,requires_partner,Send a naked selfie to your partner while they are away.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0735,extreme,dare,9.6,20,requires_partner,Use a vibrator during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0736,extreme,dare,9.0,20,requires_partner,Try incorporating sex toys into your foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0737,extreme,dare,9.0,20,requires_partner,Play a sexy scavenger hunt around the house.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0738,extreme,dare,9.0,20,requires_partner,Whisper your most intimate fantasies to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0739,extreme,dare,9.0,20,requires_partner,Make a naughty movie together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0740,extreme,dare,9.0,20,requires_partner,Use whipped cream in unexpected ways on your partner's body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0741,extreme,dare,9.0,20,requires_partner,Make eye contact while passionately making out.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0742,extreme,dare,9.0,20,,The person on your left ties you up and teases you.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0743,extreme,dare,9.0,20,,"Perform a slow, sensual striptease in front of the group.",1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0744,extreme,dare,9.0,20,requires_partner,Use a silk scarf to tie your partner’s hands behind their back.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0745,extreme,dare,9.0,20,requires_partner,Tease your partner with your mouth until they can’t take it anymore.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0746,extreme,dare,9.0,20,requires_partner,Give your partner a sensual massage with scented oils.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0747,extreme,dare,9.0,20,requires_partner,Try incorporating a new toy into your foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0748,extreme,dare,9.0,20,requires_partner,Whisper your naughtiest thoughts to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0749,extreme,dare,9.0,20,requires_partner,Share your favorite sexual memory with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0750,extreme,dare,9.0,20,requires_partner,Use your tongue to trace patterns on your partner's skin.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0751,extreme,dare,9.0,20,requires_partner,Shower with your partner and make it a sensual experience.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0752,extreme,dare,9.6,20,,Dress in sexy lingerie and stockings,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0753,extreme,dare,9.0,20,requires_partner,Blindfold your partner and surprise them with different sensations.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0754,extreme,dare,9.0,20,requires_partner,Take a picture of your favorite body part and send it to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0755,extreme,dare,9.0,20,requires_partner,Spend the evening exploring each other's bodies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0756,extreme,dare,9.0,20,requires_partner,Try talking dirty to your partner during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0757,extreme,dare,9.0,20,requires_partner,Make love in a different room every hour.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0758,extreme,dare,9.0,20,requires_partner,Use whipped cream and chocolate sauce in your foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0759,extreme,dare,9.0,20,requires_partner,Have a make-out session against a wall.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0760,extreme,dare,9.6,20,requires_partner,Undress each other slowly.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0761,extreme,dare,9.0,20,requires_partner,Share your favorite sexy song and listen to it together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0762,extreme,dare,9.0,20,requires_partner,Use a blindfold and let your partner surprise you.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0763,extreme,dare,9.0,20,requires_partner,Tease your partner until they can’t take it anymore.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0764,extreme,dare,9.0,20,requires_partner,Let your partner surprise you with different sensations.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0765,extreme,dare,9.0,20,requires_partner,Draw a heart on your partner’s body with your tongue.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0766,extreme,dare,9.0,20,requires_partner,Spend an hour exploring your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0767,extreme,dare,9.0,20,requires_partner,Spend a day without wearing underwear.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0768,extreme,dare,9.0,20,requires_partner,Make out for five full minutes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0769,extreme,dare,9.0,20,requires_partner,Use your mouth to pleasure your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0770,extreme,dare,9.0,20,requires_partner,Try a new toy in the bedroom.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0771,extreme,dare,9.4,20,requires_partner,Act out your favorite sexual fantasy.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0772,extreme,dare,9.0,20,requires_partner,Have sex in an unusual place.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0773,extreme,dare,9.0,20,requires_partner,Take a naked selfie for your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0774,extreme,dare,9.0,20,requires_partner,Share your favorite sexual memory.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0775,extreme,dare,9.0,20,requires_partner,Use a feather to tease and tickle your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0776,extreme,dare,9.0,20,requires_partner,Spend the night handcuffed together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0777,extreme,dare,9.0,20,requires_partner,Caress the person on your right softly all over their body,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0778,extreme,dare,9.0,20,requires_partner,Use whipped cream and chocolate sauce during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0779,extreme,dare,9.0,20,requires_partner,Kiss from head to toe.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0780,extreme,dare,9.0,20,requires_partner,Try a new sex position together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0781,extreme,dare,9.0,20,requires_partner,Role-play a sexy scenario with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0782,extreme,dare,9.0,20,requires_partner,Have sex in a new location.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0783,extreme,dare,9.0,20,requires_partner,Make out passionately for ten minutes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0784,extreme,dare,9.0,20,,Write down three of your sexual fantasies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0785,extreme,dare,9.0,20,,Have a sexy photo shoot.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0786,extreme,dare,9.0,20,requires_partner,Make love in front of a mirror.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0787,extreme,dare,9.0,20,requires_partner,Shower with your partner and make it sensual.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0788,extreme,dare,9.0,20,requires_partner,Kiss all over your partner's body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0789,extreme,dare,9.0,20,requires_partner,Use a voracious tongue to trace patterns on your partner's skin.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0790,extreme,dare,9.0,20,requires_partner,Tease your partner with ice cubes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0791,extreme,dare,9.6,20,requires_partner,Perform an erotic dance while undressing.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0792,extreme,dare,9.0,20,requires_partner,Role-play a forbidden scenario.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0793,extreme,dare,9.0,20,requires_partner,Try a new bedroom activity.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0794,extreme,dare,9.0,20,requires_partner,Send an intimate video to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0795,extreme,dare,9.0,20,,Wear revealing lingerie,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0796,extreme,dare,9.0,20,,Spend an hour only communicating through physical touch.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0797,extreme,dare,9.0,20,requires_partner,Introduce a new toy into your sex life.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0798,extreme,dare,9.0,20,requires_partner,Use blindfolds and let your partner tease you.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0799,extreme,dare,9.0,20,requires_partner,Kiss your partner’s feet.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0800,extreme,dare,9.0,20,requires_partner,Make a naughty phone call to your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0801,extreme,dare,9.0,20,requires_partner,Allow your partner to control your pleasure.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0802,extreme,dare,9.0,20,requires_partner,Tempt your partner until they can’t resist.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0803,extreme,dare,9.0,20,requires_partner,Use whipped cream and lick it off each other.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0804,extreme,dare,9.0,20,,Send a flirty picture text to the person on the rioght,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0805,extreme,dare,9.0,20,requires_partner,Introduce role play into your sex life.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0806,extreme,dare,9.0,20,requires_partner,Reenact your favorite intimate scene from a movie.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0807,extreme,dare,9.0,20,requires_partner,Dance provocatively in front of your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0808,extreme,dare,9.0,20,,Have a threesome.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0809,extreme,dare,9.0,20,requires_partner,Use a scarf to blindfold your partner and surprise them.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0810,extreme,dare,9.0,20,,Perform a sexy strip dance using a chair.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0811,extreme,dare,9.0,20,requires_partner,Give your partner a seductive massage with warm oils.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0812,extreme,dare,9.0,20,requires_partner,Play a game of naked twister.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0813,extreme,dare,9.0,20,requires_partner,Try mutual masturbation in front of each other.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0814,extreme,dare,9.6,20,requires_partner,Dress up in sexy lingerie,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0815,extreme,dare,9.0,20,requires_partner,Let your partner tie you up with silk scarves.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0816,extreme,dare,9.0,20,requires_partner,Use whipped cream on each other’s bodies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0817,extreme,dare,9.0,20,requires_partner,Share an erotic story and act it out together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0818,extreme,dare,9.0,20,requires_partner,Perform oral sex in a new and exciting way.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0819,extreme,dare,9.0,20,requires_partner,Have a make-out session with your clothes on.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0820,extreme,dare,9.0,20,requires_partner,Use honey during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0821,extreme,dare,9.0,20,requires_partner,Try a new intimate position.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0822,extreme,dare,9.0,20,requires_partner,Spend an evening trying new kinks or fetishes together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0823,extreme,dare,9.0,20,requires_partner,Slow dance naked with your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0824,extreme,dare,9.0,20,,frech kiss the person on your left passionately for a  minute.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0825,extreme,dare,9.0,20,requires_partner,Try incorporating chocolate syrup during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0826,extreme,dare,9.0,20,requires_partner,Tie each other up using soft ropes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
