curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
CPL0199,ORB1958,dare,Kiss your partner passionately as if it's the last time you'll kiss them.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0200,ORB1960,dare,Kiss your partner’s neck softly.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0201,ORB1967,dare,Kiss your partner's from toes to their lips.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0202,ORB1974,dare,Kiss your partner’s stomach.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0203,ORB1976,dare,Kiss your partner's body without using your hands.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0204,ORB1983,dare,Kiss your partner with ice in your mouth.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0205,ORB1984,dare,Give your partner a passionate kiss and tell them what you want to do to them.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0206,ORB1985,dare,Spend the night kissing and touching without going all the way.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0207,ORB1986,dare,Whisper naughty things in your partner's ear in public.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0208,ORB1990,dare,Kiss your partner passionately for ten minutes.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0209,ORB1991,dare,Kiss your partner's neck softly.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0210,ORB1995,dare,Give your partner a neck massage that turns sensual.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0211,ORB1997,dare,Kiss your partner from head to toe.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0212,ORB2000,dare,Give your partner an intimate body massage.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0213,ORB2011,dare,Take turns giving each other sensual massages.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0214,ORB2012,dare,Kiss every inch of your partner's body.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0215,ORB2017,dare,Give your partner a neck massage.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0216,ORB2026,dare,Kiss your partner’s stomach softly.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0217,ORB2033,dare,Whisper something dirty in your partner's ear while in public.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0218,ORB2043,dare,Give each other sensual wrist massages.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0219,ORB2049,dare,Kiss your partner while they’re blindfolded.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0220,ORB2059,dare,Kiss your partner's neck and whisper dirty words.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0221,ORB2062,dare,"Kiss your partner to music, syncing your movements.",7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0222,ORB2066,dare,Spend an evening whispering your fantasies to each other.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0223,ORB2070,dare,Whisper your wildest fantasies in your partner's ear.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0224,ORB2075,dare,Kiss your partner while standing in a new location.,7.2,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0225,ORB0336,dare,Make your partner moan your name.,7.5,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0226,ORB1130,dare,Record yourself moaning your partner’s name.,7.5,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0227,ORB0703,dare,Dance naked to your favorite song.,7.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0228,ORB2015,dare,Whisper your most intimate desires.,7.5,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0229,ORB2055,dare,Whisper your secret desires while at a public event.,7.5,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0230,ORB2068,dare,Try whispering dirty secrets to each other.,7.5,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0231,ORB2076,dare,Spend the evening whispering your most intimate desires to each other.,7.5,intimate,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0232,ORB0360,dare,Spend the night touching each other softly without going all the way.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0233,ORB0672,dare,Blindfold your partner and lead them through an erotic experience.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0234,ORB0678,dare,Whisper your most intimate desires to your partner.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0235,ORB0697,dare,Use a blindfold and let your partner do whatever they want.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0236,ORB0698,dare,Kiss your partner’s entire body while they are blindfolded.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0237,ORB0700,dare,Use a scarf to blindfold your partner and take control.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0238,ORB0715,dare,Try a new erotic massage technique.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0239,ORB0716,dare,Blindfold your partner and surprise them with a new experience.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0240,ORB0738,dare,Whisper your most intimate fantasies to your partner.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0241,ORB0744,dare,Use a silk scarf to tie your partner’s hands behind their back.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0242,ORB0746,dare,Give your partner a sensual massage with scented oils.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0243,ORB0750,dare,Use your tongue to trace patterns on your partner's skin.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0244,ORB0753,dare,Blindfold your partner and surprise them with different sensations.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0245,ORB0762,dare,Use a blindfold and let your partner surprise you.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0246,ORB0777,dare,Caress the person on your right softly all over their body,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0247,ORB0789,dare,Use a voracious tongue to trace patterns on your partner's skin.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0248,ORB0792,dare,Role-play a forbidden scenario.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0249,ORB0798,dare,Use blindfolds and let your partner tease you.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0250,ORB0805,dare,Introduce role play into your sex life.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0251,ORB0809,dare,Use a scarf to blindfold your partner and surprise them.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0252,ORB0832,dare,Take turns giving each other sensual neck kisses.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0253,ORB0834,dare,Trace your partner’s body with your fingertips.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0254,ORB0836,dare,Use hot massage oils for an intimate massage.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0255,ORB0838,dare,Tie each other’s hands behind your back and tease each other.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0256,ORB0839,dare,Use a feather to trace patterns on your partner’s skin.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0257,ORB0840,dare,Kiss your partner’s ears and whisper naughty thoughts.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0258,ORB0841,dare,Take turns blindfolding each other and enjoying the sensations.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0259,ORB0849,dare,Use silk scarves to blindfold your partner during sex.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0260,ORB0853,dare,Try role-playing one of your partner’s fantasies.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0261,ORB0862,dare,"Use massage oils to give each other a relaxing, sensual massage.",7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0262,ORB0865,dare,Use ice to lightly touch and tease your partner's body.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0263,ORB0866,dare,Try a new form of intimate touch you’ve never done before.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0264,ORB0867,dare,Spend the evening exploring each other’s bodies with a blindfold on.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0265,ORB0868,dare,Use your tongue to trace letters or words on your partner's skin.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0266,ORB0870,dare,Let your partner tease you while you’re blindfolded.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0267,ORB0878,dare,Spend an evening experimenting with different types of touches.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0268,ORB0884,dare,Try role-playing as strangers meeting for the first time.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0269,ORB1964,dare,Use your tongue to trace letters on your partner's skin.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0270,ORB1993,dare,Kiss your partner's entire body while they are blindfolded.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0271,ORB0664,dare,Whisper your sexual fantasies to your partner.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0272,ORB0714,dare,Whisper sexual commands to your partner.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0273,ORB0845,dare,Whisper sexual fantasies into your partner’s ear while in public.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0274,ORB1855,truth,Do you enjoy trying new sexual positions with your partner?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
CPL0275,ORB1879,truth,Do you enjoy teasing your partner sexually?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
CPL0276,ORB2025,dare,Share your sexiest daydream.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0277,ORB2053,dare,Write down your sexual bucket list and share it with each other.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0278,ORB2157,dare,Lick off a chocolate from your partner’s body without using your hands.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0279,ORB1778,truth,Do you like watching your partner undress?,8.4,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
CPL0280,ORB1804,truth,Do you enjoy being undressed by your partner?,8.4,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
CPL0281,ORB2010,dare,Let your partner handcuff you to the bed.,8.5,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0282,ORB1977,dare,Experiment with a light spanking.,8.5,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0283,ORB1994,dare,Lick whipped cream off your partner.,8.5,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
CPL0284,ORB0555,truth,Do you enjoy moaning or hearing your partner moan?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0285,ORB0645,dare,Give your partner a striptease.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0286,ORB0654,dare,Perform oral sex on your partner.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0287,ORB0689,dare,Use whipped cream in your foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0288,ORB0691,dare,Make your partner climax using only your mouth.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0289,ORB0694,dare,Search for and choose a new sex toy together.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0290,ORB0695,dare,Play a game of naked Twister.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0291,ORB0702,dare,Make your partner climax without having sex.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0292,ORB0704,dare,Have a naked pillow fight.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0293,ORB0706,dare,Play a round of naked yoga.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0294,ORB0710,dare,Use honey or syrup during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0295,ORB0719,dare,Make your partner climax with just your fingers.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0296,ORB0721,dare,Try strip poker.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0297,ORB0730,dare,Perform a strip dance for your partner.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0298,ORB0733,dare,Spend a whole day naked in the house.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0299,ORB0734,dare,Send a naked selfie to your partner while they are away.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0300,ORB0736,dare,Try incorporating sex toys into your foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0301,ORB0747,dare,Try incorporating a new toy into your foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0302,ORB0758,dare,Use whipped cream and chocolate sauce in your foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0303,ORB0773,dare,Take a naked selfie for your partner.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0304,ORB0778,dare,Use whipped cream and chocolate sauce during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0305,ORB0780,dare,Try a new sex position together.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0306,ORB0818,dare,Perform oral sex in a new and exciting way.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0307,ORB0820,dare,Use honey during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0308,ORB0825,dare,Try incorporating chocolate syrup during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0309,ORB0829,dare,Tease each other with remote-controlled sex toys.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0310,ORB0835,dare,Experiment with different temperatures during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0311,ORB0847,dare,Try new oral techniques on each other.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0312,ORB0851,dare,Use a silk sheet during foreplay to tease your partner’s body.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0313,ORB0857,dare,Use strawberries and chocolate during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0314,ORB0860,dare,Try a new sex toy together.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0315,ORB0873,dare,Spend the evening playing strip poker.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0316,ORB1948,dare,Try incorporating mutual hand jobs into foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0317,ORB0682,dare,Moan loudly during sex to turn your partner on.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0318,ORB0688,dare,Let your partner undress you slowly.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0319,ORB0705,dare,"Take turns undressing each other, one item at a time.",8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0320,ORB0735,dare,Use a vibrator during sex.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0321,ORB0760,dare,Undress each other slowly.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0322,ORB0791,dare,Perform an erotic dance while undressing.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0323,ORB2029,dare,Kiss without it leading to sex.,8.6,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0324,ORB0350,dare,Make your partner come without using your hands.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0325,ORB0352,dare,Engage in mutual masturbation with your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0326,ORB0354,dare,Have a hot make-out session in the car.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0327,ORB0355,dare,Kiss every part of your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0328,ORB0361,dare,Take turns tying each other up and teasing.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0329,ORB0362,dare,Write a dirty poem about your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0330,ORB0484,truth,Do you like watching your partner pleasure themselves?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0331,ORB0507,truth,Have you ever had sex with your partner in front of a mirror?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0332,ORB0583,truth,Do you enjoy surprising your partner with sexual activities?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0333,ORB0587,truth,Do you enjoy exploring new sexual territories with your partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0334,ORB0604,truth,Do you enjoy exploring new sexual avenues with your partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0335,ORB0610,truth,Do you enjoy sharing your sexual fantasies with your partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0336,ORB0617,truth,Do you enjoy exploring your partner’s fantasies during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0337,ORB0625,truth,How would you describe how I taste?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0338,ORB0658,dare,Have sex in a different room of the house.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0339,ORB0659,dare,Use a toy on your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0340,ORB0660,dare,Talk dirty to your partner during sex.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0341,ORB0661,dare,Try mutual masturbation.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0342,ORB0663,dare,Experience a temperature play with ice or hot wax.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0343,ORB0673,dare,Let your partner watch you pleasure yourself.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0344,ORB0675,dare,Have shower sex.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0345,ORB0679,dare,Let your partner be in control for the entire night.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0346,ORB0680,dare,Perform an erotic dance for your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0347,ORB0681,dare,Try having sex in front of a mirror.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0348,ORB0687,dare,Try a new bedroom activity you've never done before.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0349,ORB0690,dare,Have sex in front of an open window.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0350,ORB0693,dare,Pretend you have sex in front of a mirror,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0351,ORB0696,dare,Let your partner paint your body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0352,ORB0699,dare,Let your partner record you while you pleasure yourself.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0353,ORB0701,dare,Have a make-out session right now,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0354,ORB0707,dare,Let your partner sit on your face.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0355,ORB0708,dare,Try a 69 position.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0356,ORB0709,dare,Write down your sexual fantasies and share them out loud.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0357,ORB0711,dare,Kiss your partner's feet.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0358,ORB0713,dare,Have sex in the kitchen.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0359,ORB0717,dare,Spend an evening exploring each other’s bodies.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0360,ORB0720,dare,Have sex outdoors.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0361,ORB0722,dare,Let your partner shave part of your body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0362,ORB0724,dare,Try having sex on the dining table,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0363,ORB0727,dare,Have sex standing up.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0364,ORB0728,dare,Share your sexiest daydream with your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0365,ORB0729,dare,Write down three of your sexual fantasies and share them with your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0366,ORB0732,dare,Use handcuffs during sex.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0367,ORB0739,dare,Make a naughty movie together.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0368,ORB0740,dare,Use whipped cream in unexpected ways on your partner's body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0369,ORB0745,dare,Tease your partner with your mouth until they can’t take it anymore.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0370,ORB0751,dare,Shower with your partner and make it a sensual experience.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0371,ORB0755,dare,Spend the evening exploring each other's bodies.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0372,ORB0756,dare,Try talking dirty to your partner during sex.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0373,ORB0757,dare,Make love in a different room every hour.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0374,ORB0759,dare,Have a make-out session against a wall.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0375,ORB0763,dare,Tease your partner until they can’t take it anymore.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0376,ORB0764,dare,Let your partner surprise you with different sensations.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0377,ORB0765,dare,Draw a heart on your partner’s body with your tongue.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0378,ORB0766,dare,Spend an hour exploring your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0379,ORB0769,dare,Use your mouth to pleasure your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0380,ORB0770,dare,Try a new toy in the bedroom.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0381,ORB0772,dare,Have sex in an unusual place.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0382,ORB0775,dare,Use a feather to tease and tickle your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0383,ORB0776,dare,Spend the night handcuffed together.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0384,ORB0779,dare,Kiss from head to toe.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0385,ORB0782,dare,Have sex in a new location.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0386,ORB0786,dare,Make love in front of a mirror.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0387,ORB0787,dare,Shower with your partner and make it sensual.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0388,ORB0788,dare,Kiss all over your partner's body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0389,ORB0790,dare,Tease your partner with ice cubes.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0390,ORB0793,dare,Try a new bedroom activity.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0391,ORB0794,dare,Send an intimate video to your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0392,ORB0797,dare,Introduce a new toy into your sex life.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0393,ORB0799,dare,Kiss your partner’s feet.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0394,ORB0800,dare,Make a naughty phone call to your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0395,ORB0801,dare,Allow your partner to control your pleasure.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0396,ORB0802,dare,Tempt your partner until they can’t resist.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0397,ORB0803,dare,Use whipped cream and lick it off each other.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0398,ORB0807,dare,Dance provocatively in front of your partner.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
