curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
GRP0460,ORB2136,dare,Show and tell! Show the group your favorite toy in your collection (or a photo if it's not with you now).,3.0,playful,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0461,ORB0103,truth,Explain a movie without using the title.,3.0,playful,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0462,ORB1400,truth,"If you could fire one annoying habit from the office, what would it be?",3.0,playful,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0463,ORB0039,truth,Do you believe in love at first sight?,3.1,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0464,ORB0973,truth,What is the most ridiculous thing you believed as a child?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0465,ORB0975,truth,Have you ever lied to get out of social plans?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0466,ORB0991,truth,Do you believe in ghosts?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0467,ORB0995,truth,What’s the weirdest lie you’ve ever told?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0468,ORB1015,truth,What’s the most embarrassing problem you’ve gone to the doctor for?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0469,ORB1017,truth,What’s your biggest fear?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0470,ORB1019,truth,Have you ever lied to get out of a bad date?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0471,ORB1024,truth,When was the last time you lied?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0472,ORB1026,truth,What’s the biggest mistake you’ve ever made?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0473,ORB1034,truth,Have you ever lied on a job résumé?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0474,ORB1040,truth,Have you ever lied about your age?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0475,ORB1106,truth,What's the silliest reason you ever broke up with someone?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0476,ORB1147,truth,What’s s the silliest thing you’ve done to impress someone?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0477,ORB1163,truth,What’s your biggest dating fear?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0478,ORB1193,truth,What’s the silliest thing you believed as a kid?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0479,ORB1203,truth,What’s the most embarrassing thing you’ve ever said out loud?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0480,ORB1208,truth,What’s the most embarrassing thing you’ve done while trying to impress someone?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0481,ORB1239,truth,Have you ever ghosted a friend?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0482,ORB1242,truth,What's the most trouble you've ever gotten into due to some lie?​,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0483,ORB1247,truth,What’s a lie you’ve told that you still feel guilty about?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0484,ORB1248,truth,Have you ever cheated on a test?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0485,ORB1252,truth,Have you ever lied to get out of plans?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0486,ORB1256,truth,What’s the most embarrassing thing you’ve done to get attention?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0487,ORB1259,truth,What’s the biggest lie you’ve ever told to get out of trouble?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0488,ORB1263,truth,What’s the most embarrassing thing you’ve said in a serious situation?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0489,ORB1300,truth,Have you ever lied to get out of a date?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0490,ORB1335,truth,Have you ever ghosted someone after a date?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0491,ORB1467,truth,Where's the strangest place you've ever relieved yourself?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0492,ORB1501,truth,Does aging scare you?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0493,ORB1504,truth,What was the last lie you told?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0494,ORB1513,truth,Have you ever been so angry you hit someone?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0495,ORB1517,truth,Do you believe in life after death?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0496,ORB1521,truth,What's your deepest fear?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0497,ORB1525,truth,"If you found out a friend's S.O. was cheating, would you tell them?",3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0498,ORB1532,truth,Who in this room are you jealous of and why?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0499,ORB1535,truth,What's the last really embarrassing thing that happened to you?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0500,ORB1076,dare,Tell the most embarrassing thing that’s ever happened to you.,3.1,personal,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0501,ORB1432,dare,Tell a funny story about something embarrassing that happened to you.,3.1,personal,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0502,ORB1003,truth,Which reality show do you secretly want to go on?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0503,ORB1028,truth,What do you secretly worry people judge you for?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0504,ORB1036,truth,What is your biggest regret in life?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0505,ORB1156,truth,Have you ever sent a secret love note?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0506,ORB1167,truth,What’s your secret move to impress someone?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0507,ORB1225,truth,What’s a superstition you secretly believe in?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0508,ORB1269,truth,What’s the best secret you’ve ever kept at night?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0509,ORB1298,truth,What’s the most embarrassing secret about your love life?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0510,ORB1330,truth,Have you ever kept a secret crush on someone for years?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0511,ORB1338,truth,What’s the most embarrassing thing that’s happened to you in front of a crush?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0512,ORB1340,truth,What's the biggest secret you're keeping from your parents?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0513,ORB1481,truth,Who is your most embarrassing celebrity crush?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0514,ORB1489,truth,What's the worst band that you secretly love?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0515,ORB1493,truth,What's a secret you've never shared about yourself?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0516,ORB1537,truth,Have you ever posted something on social media that you regret?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0517,ORB0986,truth,Who dresses the best here?,3.1,personal,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0518,ORB1063,dare,Bite directly into a scoop of ice cream.,3.4,personal,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0519,ORB0469,truth,Do you prefer casual sex or being in a relationship?,3.5,personal,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0520,ORB0486,truth,Do you prefer loud or quiet sex?,3.5,personal,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0521,ORB0520,truth,Do you prefer rough or gentle sex?,3.5,personal,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0522,ORB1736,truth,Do you prefer spontaneous or planned sex?,3.5,personal,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0523,ORB1750,truth,Do you prefer morning sex or night sex?,3.5,personal,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0524,ORB1764,truth,Do you prefer to lead or follow in bed?,3.5,personal,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0525,ORB1803,truth,Do you prefer quickies or extended sessions?,3.5,personal,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0526,ORB2096,truth,"Which do you prefer, giving head, or receiving?",3.5,personal,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0527,ORB0047,truth,Have you ever been cheated on?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0528,ORB0048,truth,Have you ever cheated on a partner?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0529,ORB0049,truth,What’s your worst habit?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0530,ORB0050,truth,What's your best habit?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0531,ORB0051,truth,What’s the biggest misconception about you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0532,ORB0052,truth,What’s the best piece of advice you’ve been given?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0533,ORB0053,truth,What’s your biggest red flag?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0534,ORB0054,truth,What’s your biggest wish in life?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0535,ORB0055,truth,What’s something you would do if you knew there were no consequences?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0536,ORB0056,truth,Have you ever broken the law?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0537,ORB0058,truth,What's one item you would save in a fire?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0538,ORB0059,truth,Have you ever ghosted a date?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0539,ORB0060,truth,What’s your strangest dealbreaker?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0540,ORB0061,truth,What’s one thing in your life you wish you could change?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0541,ORB0062,truth,Have you ever lied to your boss?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0542,ORB0063,truth,How long was your longest relationship?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0543,ORB0065,truth,Who would you want to help you bury a body?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0544,ORB0066,truth,What do you do when you need alone time?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0545,ORB0067,truth,What would you change about society?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0546,ORB0068,truth,What’s something no one knows about you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0547,ORB0069,truth,What’s something you pretend to like but actually hate?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0548,ORB0070,truth,What’s a lie you’ve told your best friend?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0549,ORB0071,truth,What age did you act the most chaotic?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0550,ORB0072,truth,What superstitions do you believe in?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0551,ORB0073,truth,What’s something you’ve always wanted to do but never have?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0552,ORB0078,truth,What’s something I do that annoys you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0553,ORB0079,truth,What first name do you think is hot?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0554,ORB0080,truth,What’s the worst thing you’ve ever done?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0555,ORB0085,truth,"If you had to marry one person in this room on the spot, who would you choose?",4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0556,ORB0086,truth,Do you still have feelings for any of your exes?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0557,ORB0087,truth,Why did your last relationship come to an end?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0558,ORB0088,truth,Have you ever had a holiday fling?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0559,ORB0089,truth,What is the biggest lie you’ve ever told?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0560,ORB0090,truth,Who are you most jealous of?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0561,ORB0091,truth,Have you ever had a fling?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0562,ORB0096,truth,What do you think is the most romantic gesture?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0563,ORB0097,truth,Would you ever visit a nudist beach?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0564,ORB0098,truth,What’s the most petty reason why you’ve ended a relationship?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0565,ORB0295,truth,What's the most romantic thing someone has ever done for you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0566,ORB0296,truth,"If you like someone, how do you let them know?",4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0567,ORB0301,truth,"When you're in a relationship, would you let someone else buy you a drink?",4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0568,ORB0302,truth,What's your dream honeymoon?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0569,ORB0304,truth,How soon is too soon to say 'I love you'?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0570,ORB0313,truth,What was the most obvious signal someone was into you that you still totally missed?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0571,ORB0453,truth,What is the biggest lie you’ve told a partner?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0572,ORB1294,truth,Have you ever been caught in a compromising situation?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0573,ORB1302,truth,Have you ever sent a suggestive text to someone?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0574,ORB1316,truth,What’s the most exciting thing you’ve ever done for love?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0575,ORB1398,truth,have you ever pretended to be busy at work?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0576,ORB1399,truth,What’s the most embarrassing thing that’s happened in a meeting?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0577,ORB1403,truth,What’s the worst excuse you’ve given to avoid work?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0578,ORB1404,truth,What’s the weirdest thing you’ve ever Googled at work?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0579,ORB1407,truth,Have you ever taken a sick day for no reason?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0580,ORB1408,truth,Have you ever lied in your resume for a job?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0581,ORB1409,truth,Have you ever fallen asleep at work and lied about it?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0582,ORB1473,truth,What is your strangest habit?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0583,ORB1478,truth,Would you ever visit a nudist camp?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0584,ORB1523,truth,What's the first thing you would do if you were the opposite gender?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0585,ORB1526,truth,Who is the hottest person playing this game?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0586,ORB1534,truth,Have you ever cheated on an S.O.?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0587,ORB1539,truth,What's the worst pickup line anyone ever said to you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0588,ORB1540,truth,Have you ever let someone take the blame for you?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0589,ORB1542,truth,What one thing would you do if you knew there were no consequences?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0590,ORB1543,truth,What's an absolute deal breaker in a potential partner?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0591,ORB1544,truth,What's the most offensive joke that made you laugh?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0592,ORB1546,truth,What one question are you most relieved you didn't have to answer?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0593,ORB1547,truth,Have you ever ghosted someone?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0594,ORB1548,truth,What is the boldest pickup line you've ever used?,4.2,personal,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0595,ORB1021,truth,Would you date someone shorter than you?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0596,ORB1038,truth,What’s the best date you’ve been on?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0597,ORB1104,truth,What's your ideal first date?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0598,ORB1112,truth,Would you date someone you work with?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0599,ORB1115,truth,What celebrity do you find most attractive?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0600,ORB1117,truth,Where was the most romantic place you've ever been for a date?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0601,ORB1168,truth,Would you ever date two people at once?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0602,ORB1206,truth,What’s the most awkward thing you’ve ever done on a date?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0603,ORB1268,truth,What’s the most romantic thing you’ve done on a late-night date?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0604,ORB1281,truth,What’s your idea of the perfect romantic date?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0605,ORB1334,truth,Who do you think is the most attractive person in this room?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0606,ORB1440,dare,Do a slow dance with someone in the room.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0607,ORB1585,dare,Take turns winking at every person in the room.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0608,ORB1597,dare,Give someone a playful wink every time they talk for the next three rounds.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0609,ORB1609,dare,Give someone a playful wink and hold it for 10 seconds.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0610,ORB1610,dare,Act like you’re on a date and show how you’d behave.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0611,ORB1652,dare,"Update your Facebook relationship status to ""engaged.""",4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0612,ORB1081,truth,Have you ever had a crush on a co-worker?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0613,ORB1083,truth,Have you ever had a crush on a celebrity?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0614,ORB1086,truth,Have you ever had a crush on a family member?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0615,ORB1109,truth,Who was the first person (real or fictional) you can remember crushing on?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0616,ORB1149,truth,Have you ever had a huge crush on someone who was older than you?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0617,ORB1153,truth,Have you ever had a crush on a friend?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0618,ORB1159,truth,Have you ever faked a crush?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0619,ORB1295,truth,Have you ever had a crush on someone while in a relationship?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0620,ORB1328,truth,"Who was your first crush, and do they know about it?",4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0621,ORB1459,truth,What do you remember most about your first crush?,4.5,flirty,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0622,ORB1436,dare,Call someone you have a crush on and tell them something sweet.,4.5,flirty,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0623,ORB0317,truth,Do you prefer people who are cute or sexy?,4.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0624,ORB0298,truth,Do you have a dating app horror story?,4.5,flirty,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0625,ORB0300,truth,"Is it more attractive to be cool, or to be enthusiastic?",4.5,flirty,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0626,ORB0311,truth,What's the worst first date you've ever been on?,4.5,flirty,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0627,ORB1541,truth,What's the worst date you've ever had?,4.5,flirty,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0628,ORB1549,truth,Would you date two people at once if you knew you wouldn't get caught?,4.5,flirty,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0629,ORB0074,truth,Do you have a guiding quote or principle you live by?,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0630,ORB0081,truth,Do you think height really matters?,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0631,ORB0101,dare,Draw a portrait of someone here.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0632,ORB0104,dare,Reenact a famous scene in a television show.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0633,ORB0105,dare,Blow bubbles with your drink.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0634,ORB0106,dare,Attempt to juggle 3 objects in the room.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0635,ORB0107,dare,Try to crack an egg using one hand.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0636,ORB0108,dare,React to the first five Instagram stories on your feed.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0637,ORB0109,dare,Critique every person in this room using a single word.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0638,ORB0110,dare,Narrate the game for the next round.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0639,ORB0111,dare,Spin in a circle ten times then walk to the other room.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0640,ORB0112,dare,Do a dramatic catwalk.,4.5,flirty,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0641,ORB0114,dare,Avoid saying “like” for the rest of the game.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0642,ORB0117,dare,Eat a snack without using your hands.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0643,ORB0118,dare,Sing all your responses.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0644,ORB0122,dare,Tell a lie at some point during the game.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0645,ORB0123,dare,Let the group look through your Instagram DMs.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0646,ORB0124,dare,Try and make yourself cry in front of the group.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0647,ORB0125,dare,Go outside and do your best wolf howl at the moon.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0648,ORB0126,dare,Plank for five whole minutes.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0649,ORB0127,dare,Eat a whole block of cheese.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0650,ORB0128,dare,Show us your screen time report.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0651,ORB0129,dare,Eat a raw onion like an apple.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0652,ORB0130,dare,Do an impression of another player until your next turn.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0653,ORB0131,dare,Yell out the first word that comes to your mind.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0654,ORB0132,dare,Keep your eyes closed until it’s your turn again.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0655,ORB0134,dare,Try not to laugh for the next 5 minutes.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0656,ORB0135,dare,Drink a liter of milk.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0657,ORB0136,dare,Do a livestream on your social media.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0658,ORB0137,dare,Give us all new nicknames.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0659,ORB0138,dare,Do another person’s hair.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0660,ORB0139,dare,Say something you’re scared to say.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0661,ORB0140,dare,Write a one-minute poem.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0662,ORB0141,dare,Show the room the last 3 people you searched for on Instagram.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0663,ORB0142,dare,Eat a teaspoon of hot sauce.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0664,ORB0143,dare,Show us everything inside your purse or bag.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0665,ORB0144,dare,"Stand up and sing ""My way"" at top volume.",4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0666,ORB0145,dare,Speak in a British accent until your next turn.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0667,ORB0146,dare,Do a sock puppet show.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0668,ORB0147,dare,Shower with your clothes on.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0669,ORB0149,dare,Give each player life advice you think they need.,4.5,personal,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
